day,gridPoints,gridBoundary,decay,totalPercentage,accuracy,profit,profit.sd,profit.min,profit.max,accuracy.sd,accuracy.min,accuracy.max,sensitivity.D,sensitivity.D.min,sensitivity.D.max,sensitivity.L,sensitivity.L.min,sensitivity.L.max,sensitivity.W,sensitivity.W.min,sensitivity.W.max,sensitivity.sd
3,6,0.2,1,1,0.498399266880101,52.48,27.1172538643362,15.7,87.94,0.0163515313909036,0.479784366576819,0.529569892473118,0.274752530609759,0.245714285714286,0.290502793296089,0.480775571166792,0.418103448275862,0.552486187845304,0.592069648145461,0.57,0.623880597014925,0.160997938854335
3,6,0.2,5000,0,0.494533432104661,45.08,15.8795519908016,23.55,66.37,0.00987332752015794,0.483176312247645,0.51278600269179,0.25498428654553,0.226666666666667,0.307086614173228,0.471331546793966,0.434210526315789,0.505263157894737,0.5918301219305,0.562363238512035,0.622222222222222,0.170680579076403
3,6,0.2,5000,1,0.500842310135787,57.32875,35.8156089027037,26.54,127.32,0.0187335334338697,0.48252688172043,0.532345013477089,0.261396667425081,0.207692307692308,0.343023255813953,0.493881414786055,0.446043165467626,0.523364485981308,0.599118948685631,0.571734475374732,0.638356164383562,0.172810317765169
4,2,0.1,1,0,0.495021948313402,35.51125,38.1138502900005,-7.94000000000005,96.15,0.0223837187667448,0.452830188679245,0.526162790697674,0.278701864070839,0.251461988304094,0.307086614173228,0.484975953049133,0.444933920704846,0.529411764705882,0.58143406816186,0.535637149028078,0.635802469135803,0.154650118627356
4,2,0.1,1,1,0.486926762356051,15.02125,25.8580699962038,-25.08,50.58,0.0159079820887728,0.457848837209302,0.507246376811594,0.261612942811681,0.222222222222222,0.30625,0.476773635973172,0.416988416988417,0.526011560693642,0.580422403892529,0.554502369668246,0.610644257703081,0.16262260167209
4,2,0.1,5000,0,0.49900188272947,52.33625,41.3020905515517,-4.13,111.34,0.0184991693677502,0.470160116448326,0.517441860465116,0.283925346879987,0.22463768115942,0.333333333333333,0.491854969562381,0.455056179775281,0.543478260869565,0.578515529190819,0.557544757033248,0.609756097560976,0.151398016333265
4,2,0.1,5000,1,0.496730943605092,48.1075,29.3634285415427,1.27000000000004,87.84,0.023876017649068,0.459420289855072,0.538461538461538,0.267656797631723,0.224137931034483,0.314465408805031,0.486119421579579,0.42156862745098,0.509433962264151,0.587585022518104,0.550964187327824,0.645892351274788,0.163490700711564
4,2,0.2,1,0,0.486385412799136,22.135,28.8718305619855,-10.55,57.12,0.0133129577810012,0.473149492017417,0.51453488372093,0.25489263520993,0.171171171171171,0.302158273381295,0.480594981532981,0.425837320574163,0.562043795620438,0.57865531509758,0.535416666666667,0.619354838709677,0.166021911727821
4,2,0.2,1,1,0.493739067318272,29.045,17.8008932360149,10.72,66.32,0.0145178935271151,0.46589259796807,0.51233671988389,0.261162206388724,0.222222222222222,0.294117647058824,0.491385615957148,0.45679012345679,0.551181102362205,0.583294377033641,0.561797752808989,0.595238095238095,0.165941342066171
4,2,0.2,5000,0,0.500283733168348,54.1825,37.9741734603928,0.420000000000016,129.26,0.0192083827696159,0.478893740902475,0.53566229985444,0.29191151810818,0.233766233766234,0.342105263157895,0.471376210066907,0.442708333333333,0.495283018867925,0.593238847126487,0.554089709762533,0.623955431754875,0.151578492968859
4,2,0.2,5000,1,0.502726081783508,50.3975,31.0456050489782,1.5,92.33,0.014985285135399,0.476052249637155,0.526162790697674,0.253659471301734,0.176923076923077,0.289156626506024,0.482953451481401,0.443349753694581,0.529411764705882,0.595460341387157,0.54524886877828,0.636690647482014,0.174194031860093
4,4,0.1,1,0,0.494565223479276,39.15125,36.4357463557425,-1.29999999999995,105.57,0.0272218746926764,0.465217391304348,0.546511627906977,0.268789728820075,0.23841059602649,0.299270072992701,0.472163856475987,0.444444444444444,0.502369668246445,0.593989465704541,0.548051948051948,0.643916913946588,0.164295152968388
4,4,0.1,1,1,0.492309525694413,39.2175,27.431158899533,-1.96000000000004,90.07,0.0200107853685144,0.458755426917511,0.524017467248908,0.278655824422121,0.210526315789474,0.317567567567568,0.478898687774362,0.439130434782609,0.519125683060109,0.596175195536575,0.578082191780822,0.61624649859944,0.160556082947841
4,4,0.1,5000,0,0.488287705948305,33.96125,36.1684145698978,-8.31999999999999,97.2,0.017079019527302,0.462209302325581,0.515239477503628,0.274955382687798,0.23469387755102,0.333333333333333,0.473611779711243,0.432900432900433,0.528409090909091,0.568103449431134,0.543175487465181,0.58961038961039,0.149626662485972
4,4,0.1,5000,1,0.485378894802185,33.17,36.1355895008152,-41.78,81.92,0.0200620975552479,0.448476052249637,0.51304347826087,0.250155687752826,0.218543046357616,0.289655172413793,0.46943283614534,0.397959183673469,0.556338028169014,0.602548456002749,0.576368876080692,0.631419939577039,0.177943295823894
4,4,0.2,1,0,0.494205773174707,41.26,39.5861386274106,-32.73,84.4100000000001,0.0236899087424359,0.447826086956522,0.523947750362845,0.275024947096224,0.22360248447205,0.32,0.467057526904493,0.418502202643172,0.488584474885845,0.586119233040193,0.536986301369863,0.614525139664804,0.156967011567586
4,4,0.2,1,1,0.490104834694704,33.43,17.1808123872451,11.54,61.64,0.0110178184944634,0.478197674418605,0.513081395348837,0.264904526453468,0.206521739130435,0.3125,0.480469551959861,0.429824561403509,0.522875816993464,0.581968878382635,0.552845528455285,0.627760252365931,0.161915717144296
4,4,0.2,5000,0,0.485457956200456,31.91625,15.5828714917557,7.30000000000001,57.2,0.0141664186488217,0.461426491994178,0.501453488372093,0.258544024637722,0.195652173913043,0.285714285714286,0.466523383813811,0.432314410480349,0.490196078431373,0.574574870936663,0.542105263157895,0.607594936708861,0.160626914268843
4,4,0.2,5000,1,0.506908565644264,63.4575,26.5925697194858,14.5,101.27,0.0120890726169511,0.491304347826087,0.531295487627365,0.277765197780815,0.207692307692308,0.350746268656716,0.477904189331054,0.447963800904977,0.522935779816514,0.602286596112468,0.574209245742092,0.631884057971015,0.1637277908759
4,6,0.1,1,0,0.486365616458155,27.57,38.4068171032175,-54.7,64.01,0.0247184044068051,0.445414847161572,0.516739446870451,0.273541823282702,0.208860759493671,0.317460317460317,0.467510858244912,0.430327868852459,0.504672897196262,0.5838171464502,0.552112676056338,0.609907120743034,0.156749224010285
4,6,0.1,1,1,0.486658862883197,32.41125,19.4033579107918,1.48000000000002,51.74,0.011294040285612,0.46589259796807,0.497093023255814,0.274391656561936,0.225352112676056,0.329896907216495,0.479836173298875,0.429864253393665,0.53,0.57490768063569,0.555555555555556,0.583090379008746,0.153599002649576
