"homeTeam";"awayTeam";"homeScore";"awayScore";"matchResult";"matchDate";"season";"home.Possession %";"away.Possession %";"home.Total shots";"away.Total shots";"home.On target";"away.On target";"home.Off target";"away.Off target";"home.Blocked";"away.Blocked";"home.Passing %";"away.Passing %";"home.Attacking 3rd %";"away.Attacking 3rd %";"home.Key Passes";"away.Key Passes";"home.Clear-Cut Chances";"away.Clear-Cut Chances";"home.Crosses %";"away.Crosses %";"home.Dribbles %";"away.Dribbles %";"home.Corners";"away.Corners";"home.Offsides";"away.Offsides";"home.Recoveries";"away.Recoveries";"home.Tackles %";"away.Tackles %";"home.Interceptions";"away.Interceptions";"home.Blocks";"away.Blocks";"home.Clearances";"away.Clearances";"home.Headed Clearances";"away.Headed Clearances";"home.Aerial Duels %";"away.Aerial Duels %";"home.Blocked Crosses";"away.Blocked Crosses";"home.Saves";"away.Saves";"home.Catches %";"away.Catches %";"home.Fouls Committed";"away.Fouls Committed";"home.Fouls Won";"away.Fouls Won";"home.Yellow Cards";"away.Yellow Cards";"home.Red Cards";"away.Red Cards"
"Parma";"Udinese";1;0;"W";"2014-01-26";"2013/2014";"55.3";"44.7";"0";"0";"5";"2";"4";"2";"0";"0";"81.3";"78.6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"5";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"11";"11";"12";"3";"3";"0";"0"
"Sampdoria";"Bologna";1;1;"D";"2014-01-26";"2013/2014";"57.1";"42.9";"0";"0";"5";"5";"6";"7";"0";"0";"82";"71.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"5";"5";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"11";"11";"16";"4";"1";"0";"0"
"Torino";"Atalanta";1;0;"W";"2014-01-26";"2013/2014";"47.3";"52.7";"0";"0";"4";"2";"4";"7";"0";"0";"83.9";"88.1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"3";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"11";"10";"10";"4";"4";"0";"1"
"Fiorentina";"Genoa";3;3;"D";"2014-01-26";"2013/2014";"58.8";"41.2";"0";"0";"4";"3";"8";"3";"0";"0";"87.9";"83.1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"18";"18";"11";"1";"3";"0";"0"
"Napoli";"Chievo";1;1;"D";"2014-01-25";"2013/2014";"66.1";"33.9";"0";"0";"4";"1";"13";"1";"0";"0";"85.7";"70.6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"2";"3";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"15";"15";"12";"1";"2";"0";"0"
"Lazio";"Juventus";1;1;"D";"2014-01-25";"2013/2014";"42.5";"57.5";"0";"0";"3";"3";"6";"4";"0";"0";"80.2";"84.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"15";"14";"13";"1";"1";"0";"1"
"Udinese";"Lazio";2;3;"L";"2014-01-19";"2013/2014";"43.6";"56.4";"0";"0";"3";"5";"2";"6";"0";"0";"75.1";"88.1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"2";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"15";"15";"9";"2";"3";"0";"1"
"Atalanta";"Cagliari";1;0;"W";"2014-01-19";"2013/2014";"46.9";"53.1";"0";"0";"5";"1";"5";"10";"0";"0";"75.8";"78.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"5";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"8";"8";"9";"3";"0";"0";"1"
"Bologna";"Napoli";2;2;"D";"2014-01-19";"2013/2014";"36.2";"63.8";"0";"0";"2";"4";"4";"5";"0";"0";"72.4";"84.4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"5";"6";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"14";"14";"23";"4";"2";"1";"0"
"Catania";"Fiorentina";0;3;"L";"2014-01-19";"2013/2014";"34.2";"65.8";"0";"0";"3";"4";"4";"9";"0";"0";"78.4";"88";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"3";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"9";"9";"16";"2";"1";"0";"0"
"Chievo";"Parma";1;2;"L";"2014-01-19";"2013/2014";"38.8";"61.2";"0";"0";"2";"4";"6";"4";"0";"0";"76";"83.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"16";"14";"15";"2";"3";"0";"0"
"Genoa";"Inter Milan";1;0;"W";"2014-01-19";"2013/2014";"42.1";"57.9";"0";"0";"6";"5";"6";"4";"0";"0";"70.7";"70.9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"5";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"13";"13";"13";"5";"1";"0";"0"
"Sassuolo";"Torino";0;2;"L";"2014-01-19";"2013/2014";"51.3";"48.7";"0";"0";"2";"5";"4";"1";"0";"0";"71.5";"72.1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"4";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"17";"17";"17";"3";"2";"0";"0"
"AC Milan";"Verona";1;0;"W";"2014-01-19";"2013/2014";"69.9";"30.1";"0";"0";"7";"3";"10";"8";"0";"0";"88";"70.7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"10";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"12";"11";"10";"2";"1";"0";"0"
"Roma";"Livorno";3;0;"W";"2014-01-18";"2013/2014";"69";"31";"0";"0";"10";"0";"10";"4";"0";"0";"90.2";"79.2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"11";"9";"16";"1";"0";"0";"0"
"Juventus";"Sampdoria";4;2;"W";"2014-01-18";"2013/2014";"49.4";"50.6";"0";"0";"5";"5";"8";"6";"0";"0";"82.8";"85.9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"10";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"12";"12";"7";"1";"3";"0";"0"
"Sampdoria";"Udinese";3;0;"W";"2014-01-13";"2013/2014";"54.6";"45.4";"0";"0";"6";"1";"6";"3";"0";"0";"84.5";"70.9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"6";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"21";"20";"21";"3";"3";"1";"2"
"Inter Milan";"Chievo";1;1;"D";"2014-01-13";"2013/2014";"70.3";"29.7";"0";"0";"5";"1";"4";"2";"0";"0";"90.2";"71.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"3";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"13";"12";"9";"1";"1";"0";"0"
"Torino";"Fiorentina";0;0;"D";"2014-01-12";"2013/2014";"43.4";"56.6";"0";"0";"5";"2";"1";"9";"0";"0";"82.6";"90.6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"5";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"10";"9";"8";"0";"1";"0";"0"
"Atalanta";"Catania";2;1;"W";"2014-01-12";"2013/2014";"49.4";"50.6";"0";"0";"8";"4";"3";"6";"0";"0";"71.6";"72.1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"10";"7";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"14";"11";"13";"2";"3";"0";"0"
"Cagliari";"Juventus";1;4;"L";"2014-01-12";"2013/2014";"39";"61";"0";"0";"3";"9";"3";"5";"0";"0";"77.6";"85.7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"4";"1";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"13";"13";"8";"2";"1";"1";"0"
"Roma";"Genoa";4;0;"W";"2014-01-12";"2013/2014";"65.7";"34.3";"0";"0";"9";"0";"6";"0";"0";"0";"90.2";"79.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"7";"7";"13";"0";"2";"0";"1"
"Sassuolo";"AC Milan";4;3;"W";"2014-01-12";"2013/2014";"42.4";"57.6";"0";"0";"8";"7";"1";"6";"0";"0";"79";"82.4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"3";"3";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"18";"18";"23";"5";"3";"0";"0"
"Livorno";"Parma";0;3;"L";"2014-01-11";"2013/2014";"47.2";"52.8";"0";"0";"5";"5";"7";"3";"0";"0";"80.3";"82.4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"6";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"21";"21";"12";"1";"1";"0";"0"
"Bologna";"Lazio";0;0;"D";"2014-01-11";"2013/2014";"51.5";"48.5";"0";"0";"4";"0";"7";"2";"0";"0";"85.3";"82.4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"13";"12";"8";"2";"2";"0";"0"
"Napoli";"Sampdoria";2;0;"W";"2014-01-06";"2013/2014";"48.9";"51.1";"0";"0";"6";"4";"12";"5";"0";"0";"75.2";"78.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"1";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"14";"12";"13";"3";"3";"0";"0"
"AC Milan";"Atalanta";3;0;"W";"2014-01-06";"2013/2014";"55.7";"44.3";"0";"0";"8";"4";"6";"5";"0";"0";"86.6";"81.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"7";"2";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"13";"13";"19";"1";"1";"0";"0"
"Catania";"Bologna";2;0;"W";"2014-01-06";"2013/2014";"53.9";"46.1";"0";"0";"2";"2";"15";"8";"0";"0";"76.5";"69.9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"4";"5";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"19";"16";"18";"4";"4";"0";"0"
"Genoa";"Sassuolo";2;0;"W";"2014-01-06";"2013/2014";"44.9";"55.1";"0";"0";"8";"1";"4";"6";"0";"0";"71.4";"77.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"4";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"23";"23";"17";"3";"4";"0";"0"
"Parma";"Torino";3;1;"W";"2014-01-06";"2013/2014";"54";"46";"0";"0";"5";"4";"10";"9";"0";"0";"90.1";"86.9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"4";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"6";"5";"16";"1";"2";"0";"0"
"Udinese";"Verona";1;3;"L";"2014-01-06";"2013/2014";"59.5";"40.5";"0";"0";"3";"3";"14";"3";"0";"0";"83.2";"75.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"4";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"13";"13";"10";"0";"2";"0";"0"
"Lazio";"Inter Milan";1;0;"W";"2014-01-06";"2013/2014";"43.7";"56.3";"0";"0";"3";"1";"1";"6";"0";"0";"75.7";"81";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"4";"4";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"16";"15";"11";"3";"2";"0";"0"
"Chievo";"Cagliari";0;0;"D";"2014-01-05";"2013/2014";"45.4";"54.6";"0";"0";"0";"1";"1";"3";"0";"0";"75.3";"75.7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"19";"18";"23";"2";"2";"0";"0"
"Fiorentina";"Livorno";1;0;"W";"2014-01-05";"2013/2014";"67.1";"32.9";"0";"0";"7";"3";"8";"4";"0";"0";"86.8";"70.6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"3";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"21";"19";"12";"4";"5";"0";"0"
"Juventus";"Roma";3;0;"W";"2014-01-05";"2013/2014";"40.7";"59.3";"0";"0";"5";"4";"3";"3";"0";"0";"84";"91.2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"3";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"17";"15";"15";"3";"2";"0";"2"
"Bologna";"Genoa";1;0;"W";"2013-12-22";"2013/2014";"50.6";"49.4";"0";"0";"3";"1";"12";"4";"0";"0";"76.4";"73.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"4";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"21";"21";"23";"5";"1";"0";"0"
"Atalanta";"Juventus";1;4;"L";"2013-12-22";"2013/2014";"47.1";"52.9";"0";"0";"3";"4";"3";"7";"0";"0";"82.7";"86.9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"16";"16";"13";"1";"2";"0";"0"
"Roma";"Catania";4;0;"W";"2013-12-22";"2013/2014";"67.2";"32.8";"0";"0";"10";"1";"7";"6";"0";"0";"87";"71.7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"3";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"19";"16";"10";"1";"4";"0";"0"
"Sampdoria";"Parma";1;1;"D";"2013-12-22";"2013/2014";"41.6";"58.4";"7";"15";"3";"5";"3";"3";"1";"7";"70.7";"84.4";"50.5";"70.1";"2";"11";"0";"1";"5.9";"15.4";"39.1";"20";"4";"4";"1";"2";"58";"62";"81.5";"90";"15";"21";"7";"1";"50";"29";"25";"17";"54.5";"45.5";"3";"5";"4";"2";"100";"100";"16";"18";"17";"16";"2";"4";"0";"0"
"Sassuolo";"Fiorentina";0;1;"L";"2013-12-22";"2013/2014";"34.8";"65.2";"0";"0";"2";"5";"5";"5";"0";"0";"72.2";"83.8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"3";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"10";"10";"17";"5";"3";"0";"0"
"Torino";"Chievo";4;1;"W";"2013-12-22";"2013/2014";"53.1";"46.9";"0";"0";"6";"3";"5";"3";"0";"0";"86";"87.2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"7";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"13";"11";"11";"2";"2";"0";"0"
"Inter Milan";"AC Milan";1;0;"W";"2013-12-22";"2013/2014";"46.9";"53.1";"0";"0";"7";"4";"8";"7";"0";"0";"79.7";"83.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"7";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"15";"15";"12";"4";"4";"0";"1"
"Livorno";"Udinese";1;2;"L";"2013-12-21";"2013/2014";"48.8";"51.2";"0";"0";"4";"4";"5";"6";"0";"0";"75.1";"76.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"4";"0";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"20";"20";"10";"4";"2";"0";"0"
"Cagliari";"Napoli";1;1;"D";"2013-12-21";"2013/2014";"45.3";"54.7";"0";"0";"4";"2";"3";"4";"0";"0";"80.1";"84";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"6";"8";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"14";"12";"13";"2";"2";"0";"0"
"AC Milan";"Roma";2;2;"D";"2013-12-16";"2013/2014";"46.2";"53.8";"0";"0";"4";"4";"6";"5";"0";"0";"82.1";"84.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"7";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"13";"13";"11";"4";"2";"0";"0"
"Chievo";"Sampdoria";0;1;"L";"2013-12-15";"2013/2014";"50.4";"49.6";"0";"0";"6";"2";"4";"2";"0";"0";"77.8";"75.9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"3";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"23";"22";"15";"4";"5";"0";"0"
"Fiorentina";"Bologna";3;0;"W";"2013-12-15";"2013/2014";"59.6";"40.4";"0";"0";"8";"4";"5";"2";"0";"0";"83.8";"75.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"6";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"11";"11";"10";"2";"1";"0";"0"
"Genoa";"Atalanta";1;1;"D";"2013-12-15";"2013/2014";"45.9";"54.1";"0";"0";"3";"4";"6";"9";"0";"0";"74.7";"77";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"8";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"13";"13";"9";"0";"2";"0";"0"
"Lazio";"Livorno";2;0;"W";"2013-12-15";"2013/2014";"51";"49";"0";"0";"5";"1";"11";"5";"0";"0";"78.7";"75.4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"5";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"17";"17";"21";"2";"5";"0";"0"
"Parma";"Cagliari";0;0;"D";"2013-12-15";"2013/2014";"51.6";"48.4";"9";"18";"2";"4";"7";"8";"0";"6";"83.2";"78.8";"75.5";"76";"9";"14";"0";"0";"23.3";"19.4";"65.4";"42.9";"5";"3";"4";"2";"67";"63";"75";"60";"20";"13";"6";"0";"30";"31";"15";"14";"54.3";"45.7";"5";"4";"4";"2";"100";"100";"13";"17";"16";"11";"4";"4";"0";"0"
"Udinese";"Torino";0;2;"L";"2013-12-15";"2013/2014";"62.5";"37.5";"0";"0";"3";"3";"13";"4";"0";"0";"88.6";"75.2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"13";"13";"10";"2";"3";"0";"0"
"Juventus";"Sassuolo";4;0;"W";"2013-12-15";"2013/2014";"60.7";"39.3";"0";"0";"8";"0";"9";"9";"0";"0";"89.7";"81";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"2";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"15";"14";"12";"1";"1";"0";"0"
"Napoli";"Inter Milan";4;2;"W";"2013-12-15";"2013/2014";"44.1";"55.9";"0";"0";"9";"6";"3";"5";"0";"0";"77.2";"79.7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"6";"1";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"9";"8";"12";"2";"1";"0";"1"
"Catania";"Verona";0;0;"D";"2013-12-14";"2013/2014";"55.9";"44.1";"0";"0";"6";"1";"5";"5";"0";"0";"82.2";"76";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"2";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"19";"18";"17";"2";"1";"0";"0"
"Roma";"Fiorentina";2;1;"W";"2013-12-08";"2013/2014";"46.3";"53.7";"0";"0";"9";"5";"7";"7";"0";"0";"81.9";"86.1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"6";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"13";"12";"10";"3";"4";"1";"0"
"Cagliari";"Genoa";2;1;"W";"2013-12-08";"2013/2014";"66.9";"33.1";"0";"0";"7";"3";"14";"1";"0";"0";"84.7";"65.5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"3";"3";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"11";"11";"15";"5";"1";"0";"1"
"Sampdoria";"Catania";2;0;"W";"2013-12-08";"2013/2014";"62.4";"37.6";"0";"0";"7";"0";"7";"3";"0";"0";"78.9";"64.1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"3";"2";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"13";"13";"16";"3";"3";"0";"0"
"Sassuolo";"Chievo";0;1;"L";"2013-12-08";"2013/2014";"56.2";"43.8";"6";"9";"2";"5";"3";"4";"1";"0";"82.7";"73.8";"67.2";"62.1";"3";"6";"0";"0";"8";"13.3";"60";"38.5";"4";"4";"1";"2";"65";"67";"96.3";"73.9";"25";"23";"0";"1";"33";"32";"20";"12";"58.6";"41.4";"1";"4";"4";"2";"100";"100";"19";"26";"26";"19";"2";"2";"0";"0"
"Torino";"Lazio";1;0;"W";"2013-12-08";"2013/2014";"37.6";"62.4";"0";"0";"3";"3";"2";"10";"0";"0";"78.4";"87.9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"15";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"19";"19";"8";"3";"2";"0";"0"
"Inter Milan";"Parma";3;3;"D";"2013-12-08";"2013/2014";"55.3";"44.7";"0";"0";"6";"8";"7";"5";"0";"0";"84.6";"77.4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"11";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"13";"13";"14";"2";"1";"0";"0"
"Livorno";"AC Milan";2;2;"D";"2013-12-07";"2013/2014";"34.2";"65.8";"0";"0";"7";"4";"7";"3";"0";"0";"71.3";"84.7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"2";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"11";"10";"14";"5";"2";"0";"0"
"Napoli";"Udinese";3;3;"D";"2013-12-07";"2013/2014";"57.9";"42.1";"0";"0";"6";"7";"3";"6";"0";"0";"78.2";"71.6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"8";"2";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"13";"13";"12";"4";"2";"0";"0"
"Bologna";"Juventus";0;2;"L";"2013-12-06";"2013/2014";"42.2";"57.8";"0";"0";"4";"6";"6";"8";"0";"0";"84.9";"84.6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"6";"3";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"16";"14";"15";"1";"4";"0";"0"
"Fiorentina";"Verona";4;3;"W";"2013-12-02";"2013/2014";"59.6";"40.4";"0";"0";"7";"7";"11";"2";"0";"0";"88.2";"83.2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"9";"13";"12";"8";"2";"3";"0";"1"
"Lazio";"Napoli";2;4;"L";"2013-12-02";"2013/2014";"53";"47";"0";"0";"4";"7";"8";"4";"0";"0";"79.3";"69.3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"13";"13";"20";"2";"2";"0";"0"
