"homeTeam";"awayTeam";"homeScore";"awayScore";"matchResult";"matchDate";"season";"home.Possession %";"away.Possession %";"home.Total shots";"away.Total shots";"home.On target";"away.On target";"home.Off target";"away.Off target";"home.Blocked";"away.Blocked";"home.Passing %";"away.Passing %";"home.Attacking 3rd %";"away.Attacking 3rd %";"home.Key Passes";"away.Key Passes";"home.Clear-Cut Chances";"away.Clear-Cut Chances";"home.Crosses %";"away.Crosses %";"home.Dribbles %";"away.Dribbles %";"home.Corners";"away.Corners";"home.Offsides";"away.Offsides";"home.Recoveries";"away.Recoveries";"home.Tackles %";"away.Tackles %";"home.Interceptions";"away.Interceptions";"home.Blocks";"away.Blocks";"home.Clearances";"away.Clearances";"home.Headed Clearances";"away.Headed Clearances";"home.Aerial Duels %";"away.Aerial Duels %";"home.Blocked Crosses";"away.Blocked Crosses";"home.Saves";"away.Saves";"home.Catches %";"away.Catches %";"home.Fouls Committed";"away.Fouls Committed";"home.Fouls Won";"away.Fouls Won";"home.Yellow Cards";"away.Yellow Cards";"home.Red Cards";"away.Red Cards"
"Roma";"Carpi";5;1;"W";"2015-09-26";"2015/2016";"68.1";"31.9";"17";"13";"10";"6";"6";"3";"1";"4";"87.9";"74.4";"75";"57.1";"12";"9";"4";"0";"18.8";"31.3";"66.7";"50";"6";"6";"1";"3";"60";"61";"83.3";"72.2";"18";"20";"4";"1";"12";"9";"7";"3";"50";"50";"2";"3";"5";"5";"0";"100";"13";"14";"14";"13";"1";"1";"0";"0"
"Napoli";"Juventus";2;1;"W";"2015-09-26";"2015/2016";"54";"46";"13";"12";"5";"3";"6";"5";"2";"4";"81.9";"85.3";"66.2";"66.7";"11";"10";"0";"0";"8.3";"40";"60";"66.7";"4";"4";"0";"4";"58";"61";"87.1";"53.3";"11";"12";"4";"2";"14";"16";"8";"8";"46.2";"53.8";"1";"2";"2";"3";"100";"100";"18";"16";"16";"18";"2";"4";"0";"0"
"Empoli";"Atalanta";0;1;"L";"2015-09-24";"2015/2016";"50.2";"49.8";"10";"13";"1";"3";"6";"6";"3";"4";"83.1";"81.2";"71";"64.3";"8";"10";"1";"1";"5";"19";"89.3";"88.2";"4";"5";"1";"3";"56";"67";"75";"60.7";"24";"40";"4";"3";"20";"15";"14";"10";"53.6";"46.4";"3";"2";"2";"1";"100";"0";"12";"19";"19";"11";"2";"4";"0";"0"
"Carpi";"Napoli";0;0;"D";"2015-09-23";"2015/2016";"27.7";"72.3";"11";"22";"1";"4";"9";"11";"1";"7";"69";"87.6";"65";"72.2";"9";"20";"0";"1";"35.7";"26.1";"50";"36.4";"4";"4";"3";"2";"64";"61";"94.1";"64.3";"18";"14";"7";"1";"20";"9";"6";"8";"44.8";"55.2";"4";"1";"4";"1";"100";"0";"13";"16";"13";"13";"3";"3";"0";"0"
"Chievo";"Torino";1;0;"W";"2015-09-23";"2015/2016";"43.4";"56.6";"10";"4";"5";"1";"5";"2";"0";"1";"81.4";"85.8";"65";"56.5";"7";"3";"0";"0";"28.6";"23.8";"40";"72.7";"0";"4";"0";"3";"49";"49";"70.6";"63.6";"8";"21";"1";"0";"16";"13";"10";"6";"60.9";"39.1";"6";"2";"1";"4";"100";"100";"12";"13";"13";"11";"3";"3";"0";"0"
"Fiorentina";"Bologna";2;0;"W";"2015-09-23";"2015/2016";"71.6";"28.4";"18";"3";"4";"1";"5";"2";"9";"0";"88.1";"73.5";"72";"62.3";"11";"3";"2";"1";"22.2";"20";"33.3";"30.8";"6";"0";"1";"3";"61";"58";"80";"81.8";"14";"29";"0";"8";"8";"26";"3";"11";"46.7";"53.3";"1";"8";"1";"2";"100";"0";"15";"12";"12";"14";"1";"2";"0";"0"
"Inter Milan";"Verona";1;0;"W";"2015-09-23";"2015/2016";"62.8";"37.2";"17";"7";"4";"1";"3";"5";"10";"1";"86.6";"77.5";"77";"67.6";"13";"6";"0";"0";"12.1";"7.1";"61.1";"68.8";"11";"2";"0";"4";"62";"62";"94.1";"61.1";"10";"12";"1";"10";"15";"24";"12";"9";"45.8";"54.2";"3";"5";"1";"3";"0";"0";"12";"8";"8";"12";"4";"4";"0";"0"
"Juventus";"Frosinone";1;1;"D";"2015-09-23";"2015/2016";"69.2";"30.8";"36";"9";"7";"1";"18";"3";"11";"5";"89.5";"71";"88.7";"57.1";"33";"7";"1";"0";"34.1";"28.6";"80";"47.1";"10";"5";"1";"2";"58";"48";"75";"68.2";"14";"15";"5";"11";"13";"25";"7";"12";"62.5";"37.5";"2";"6";"0";"6";"100";"100";"16";"10";"10";"16";"2";"3";"0";"0"
"Lazio";"Genoa";2;0;"W";"2015-09-23";"2015/2016";"57.3";"42.7";"10";"10";"3";"3";"5";"6";"2";"1";"85.4";"76.6";"66.4";"65.7";"6";"6";"1";"0";"26.1";"33.3";"63.2";"72.2";"10";"3";"2";"2";"56";"56";"70.6";"77.3";"21";"14";"1";"2";"5";"18";"3";"11";"63.3";"36.7";"1";"4";"3";"1";"0";"0";"19";"12";"10";"18";"4";"2";"0";"2"
"Palermo";"Sassuolo";0;1;"L";"2015-09-23";"2015/2016";"48.6";"51.4";"9";"13";"2";"4";"5";"7";"2";"2";"80.7";"82.7";"71.4";"75.2";"5";"9";"0";"0";"17.2";"23.1";"44";"43.8";"2";"5";"3";"1";"67";"60";"75";"96.2";"16";"24";"2";"1";"12";"18";"6";"11";"35.7";"64.3";"0";"6";"3";"2";"100";"0";"21";"15";"14";"20";"0";"6";"1";"0"
"Sampdoria";"Roma";2;1;"W";"2015-09-23";"2015/2016";"33.4";"66.6";"6";"24";"3";"8";"2";"6";"1";"10";"70.1";"88.7";"63.3";"81.5";"5";"18";"0";"1";"7.7";"21.8";"36.4";"46.2";"4";"19";"3";"2";"49";"59";"75";"87.5";"15";"17";"9";"1";"33";"8";"17";"4";"43.8";"56.3";"10";"2";"7";"2";"100";"0";"14";"15";"15";"13";"6";"3";"0";"0"
"Udinese";"AC Milan";2;3;"L";"2015-09-22";"2015/2016";"47.1";"52.9";"11";"9";"3";"3";"6";"5";"2";"1";"75.4";"77.4";"59.4";"62.4";"8";"7";"1";"1";"26.5";"33.3";"36.8";"37.5";"7";"1";"0";"0";"53";"54";"90.5";"78.9";"22";"17";"1";"2";"18";"33";"15";"23";"56.7";"43.3";"0";"3";"1";"1";"0";"100";"24";"21";"20";"23";"4";"3";"1";"0"
"Chievo";"Inter Milan";0;1;"L";"2015-09-20";"2015/2016";"45.2";"54.8";"15";"14";"2";"3";"9";"7";"4";"4";"77.5";"81.5";"67.4";"65.5";"11";"7";"1";"0";"23.3";"18.2";"42.9";"53.1";"8";"8";"3";"0";"61";"48";"89.3";"63.6";"31";"9";"4";"4";"28";"29";"19";"21";"36.2";"63.8";"5";"5";"2";"2";"100";"100";"16";"13";"13";"16";"3";"1";"0";"0"
"Atalanta";"Verona";1;1;"D";"2015-09-20";"2015/2016";"54.6";"45.4";"15";"9";"3";"3";"9";"2";"3";"4";"79.6";"70.7";"75.2";"52";"11";"6";"1";"0";"26.8";"23.5";"50";"42.9";"8";"2";"0";"0";"57";"40";"81.8";"81.3";"21";"11";"3";"3";"25";"20";"10";"15";"62.1";"37.9";"2";"4";"2";"2";"100";"0";"21";"19";"18";"20";"3";"3";"0";"1"
"Bologna";"Frosinone";1;0;"W";"2015-09-20";"2015/2016";"43.1";"56.9";"12";"20";"2";"6";"5";"12";"5";"2";"72.5";"74.9";"57";"64";"11";"17";"1";"1";"27.8";"33.3";"40";"50";"6";"5";"1";"1";"83";"67";"83.3";"72.2";"26";"23";"3";"5";"24";"4";"8";"1";"35.3";"64.7";"5";"1";"5";"1";"100";"100";"19";"17";"17";"19";"4";"5";"0";"0"
"Genoa";"Juventus";0;2;"L";"2015-09-20";"2015/2016";"50.2";"49.8";"7";"13";"0";"4";"5";"8";"2";"1";"81.7";"83.7";"62.7";"69.9";"6";"8";"0";"1";"25";"25";"60.7";"78.9";"1";"2";"1";"2";"53";"49";"71.4";"50";"18";"15";"1";"2";"8";"12";"4";"5";"44.4";"55.6";"1";"3";"3";"0";"0";"0";"21";"23";"22";"21";"1";"4";"1";"0"
"Roma";"Sassuolo";2;2;"D";"2015-09-20";"2015/2016";"66.5";"33.5";"21";"12";"7";"4";"10";"2";"4";"6";"86.2";"73";"76.1";"59.8";"16";"10";"2";"0";"21.4";"11.1";"60";"52.9";"11";"4";"3";"3";"60";"60";"52.9";"68.4";"16";"19";"6";"4";"10";"23";"5";"12";"42.9";"57.1";"2";"5";"2";"5";"0";"100";"15";"15";"14";"14";"2";"3";"0";"0"
"Torino";"Sampdoria";2;0;"W";"2015-09-20";"2015/2016";"49.6";"50.4";"19";"13";"8";"5";"7";"3";"4";"5";"85.7";"84.1";"71.4";"68.5";"18";"13";"2";"1";"30.4";"31.3";"73.7";"58.8";"7";"7";"0";"1";"62";"52";"85";"77.8";"28";"13";"5";"4";"13";"14";"7";"6";"58.3";"41.7";"3";"2";"5";"6";"0";"100";"9";"10";"9";"9";"2";"3";"0";"0"
"Carpi";"Fiorentina";0;1;"L";"2015-09-20";"2015/2016";"33.8";"66.2";"12";"8";"3";"2";"8";"5";"1";"1";"76.4";"87.3";"67.2";"73.1";"10";"7";"4";"0";"32";"25";"11.8";"58.8";"4";"3";"5";"4";"64";"65";"60";"68.2";"25";"9";"1";"1";"13";"18";"10";"9";"53.3";"46.7";"4";"4";"1";"3";"80";"100";"21";"15";"15";"20";"3";"4";"0";"0"
"Napoli";"Lazio";5;0;"W";"2015-09-20";"2015/2016";"63.8";"36.2";"19";"9";"10";"1";"6";"6";"3";"2";"86.6";"75.9";"71.3";"54.5";"14";"8";"3";"2";"11.8";"18.2";"64";"60";"7";"1";"1";"4";"61";"62";"93.3";"88.2";"11";"29";"2";"3";"9";"9";"4";"4";"60";"40";"2";"0";"1";"5";"0";"100";"12";"12";"12";"12";"1";"2";"0";"0"
"Udinese";"Empoli";1;2;"L";"2015-09-19";"2015/2016";"41.4";"58.6";"7";"12";"2";"6";"4";"4";"1";"2";"73.5";"83.4";"57.9";"69.6";"6";"8";"1";"0";"20";"21.1";"56.3";"59.1";"2";"5";"6";"2";"64";"60";"92.9";"93.3";"14";"11";"2";"1";"12";"9";"8";"4";"48";"52";"2";"2";"4";"1";"100";"100";"26";"14";"13";"26";"4";"3";"1";"0"
"AC Milan";"Palermo";3;2;"W";"2015-09-19";"2015/2016";"54.6";"45.4";"18";"13";"8";"3";"8";"7";"2";"3";"82.6";"75.9";"76.6";"67.3";"16";"11";"1";"2";"15.8";"15.8";"55";"43.5";"7";"3";"6";"3";"79";"65";"72.7";"87.5";"23";"10";"3";"2";"25";"14";"16";"10";"53.1";"46.9";"3";"3";"1";"6";"100";"100";"8";"8";"8";"8";"1";"2";"0";"0"
"Sampdoria";"Bologna";2;0;"W";"2015-09-14";"2015/2016";"55.5";"44.5";"12";"9";"4";"2";"5";"4";"3";"3";"85.3";"85";"67.9";"76.6";"8";"6";"1";"1";"20";"10";"46.2";"40.9";"2";"5";"2";"0";"60";"59";"92.3";"83.3";"11";"15";"3";"3";"16";"20";"8";"13";"33.3";"66.7";"1";"1";"2";"2";"100";"0";"11";"16";"13";"11";"1";"3";"0";"1"
"Empoli";"Napoli";2;2;"D";"2015-09-13";"2015/2016";"41.2";"58.8";"16";"17";"2";"4";"8";"7";"6";"6";"79.7";"85.9";"70.7";"70.3";"14";"14";"2";"1";"12.5";"10.5";"82.4";"41.2";"5";"5";"3";"4";"55";"60";"85.7";"72.2";"17";"12";"6";"6";"18";"9";"9";"4";"26.7";"73.3";"1";"2";"2";"1";"100";"100";"12";"14";"14";"11";"2";"4";"0";"0"
"Palermo";"Carpi";2;2;"D";"2015-09-13";"2015/2016";"65.5";"34.5";"13";"9";"6";"2";"5";"5";"2";"2";"80.9";"69.3";"73.8";"57.1";"10";"6";"1";"1";"18.9";"16.7";"40";"40";"3";"3";"1";"5";"56";"64";"80";"66.7";"3";"23";"2";"2";"12";"19";"9";"13";"60";"40";"2";"10";"1";"4";"100";"100";"16";"18";"17";"16";"3";"3";"0";"0"
"Sassuolo";"Atalanta";2;2;"D";"2015-09-13";"2015/2016";"60.9";"39.1";"10";"9";"9";"4";"0";"3";"1";"2";"83.7";"72.7";"73.8";"63.6";"7";"6";"1";"0";"33.3";"18.8";"47.6";"56.3";"4";"2";"1";"2";"65";"71";"83.3";"83.3";"11";"16";"2";"1";"12";"13";"9";"7";"55";"45";"2";"5";"2";"7";"100";"100";"21";"19";"17";"18";"3";"4";"1";"1"
"Lazio";"Udinese";2;0;"W";"2015-09-13";"2015/2016";"59.4";"40.6";"14";"11";"8";"5";"4";"3";"2";"3";"81.1";"71.2";"68.5";"46.2";"10";"8";"1";"0";"13.3";"23.1";"44.4";"53.8";"6";"4";"0";"1";"78";"63";"81.3";"86.7";"19";"18";"3";"2";"12";"17";"7";"9";"47.2";"52.8";"2";"2";"5";"6";"100";"100";"17";"13";"12";"16";"0";"1";"0";"0"
"Inter Milan";"AC Milan";1;0;"W";"2015-09-13";"2015/2016";"51.2";"48.8";"16";"19";"4";"3";"6";"10";"6";"6";"78.8";"79.6";"69.1";"75.4";"13";"14";"2";"1";"18.2";"14.8";"50";"54.2";"6";"7";"4";"0";"61";"56";"76.9";"100";"14";"15";"6";"6";"28";"26";"20";"16";"51.7";"48.3";"5";"3";"3";"3";"100";"100";"19";"16";"15";"18";"2";"3";"0";"0"
"Fiorentina";"Genoa";1;0;"W";"2015-09-12";"2015/2016";"47.2";"52.8";"11";"12";"3";"1";"6";"5";"2";"6";"81";"80";"67.3";"74.1";"7";"9";"0";"0";"28.6";"30";"63.6";"66.7";"4";"2";"0";"3";"55";"59";"87.5";"87.5";"15";"13";"6";"2";"16";"11";"4";"9";"62.5";"37.5";"4";"0";"1";"2";"100";"100";"19";"21";"21";"18";"2";"4";"1";"0"
"Frosinone";"Roma";0;2;"L";"2015-09-12";"2015/2016";"42.9";"57.1";"18";"20";"5";"3";"12";"10";"1";"7";"72.4";"77.6";"68.3";"70.4";"12";"15";"0";"3";"12.5";"22.7";"57.1";"45";"3";"8";"4";"0";"43";"44";"71.4";"75";"11";"14";"7";"1";"12";"26";"7";"15";"47.2";"52.8";"6";"3";"1";"5";"100";"100";"16";"15";"15";"14";"4";"3";"0";"0"
"Juventus";"Chievo";1;1;"D";"2015-09-12";"2015/2016";"69.1";"30.9";"26";"6";"7";"3";"14";"3";"5";"0";"88.9";"65.7";"81.5";"57";"19";"3";"1";"1";"35.5";"26.7";"61.9";"85.7";"5";"3";"1";"1";"63";"55";"72.7";"78.3";"11";"19";"0";"6";"19";"31";"11";"17";"67.7";"32.3";"2";"3";"2";"5";"100";"100";"21";"20";"19";"19";"3";"5";"0";"0"
"Roma";"Juventus";2;1;"W";"2015-08-30";"2015/2016";"62.7";"37.3";"18";"10";"7";"2";"8";"7";"3";"1";"87.1";"79.5";"74.3";"65.8";"14";"8";"1";"1";"10.7";"27.8";"76.2";"77.8";"6";"6";"1";"1";"41";"41";"60";"63.6";"13";"10";"1";"3";"7";"23";"4";"13";"53.3";"46.7";"4";"6";"1";"5";"100";"100";"15";"16";"16";"13";"3";"2";"0";"2"
"Atalanta";"Frosinone";2;0;"W";"2015-08-30";"2015/2016";"60.9";"39.1";"25";"14";"11";"4";"8";"7";"6";"3";"80.4";"74.1";"78";"65.5";"17";"13";"2";"1";"36.8";"25";"78.3";"43.8";"9";"2";"2";"4";"78";"81";"75";"72.7";"16";"21";"3";"6";"5";"30";"3";"19";"56.7";"43.3";"4";"4";"4";"9";"100";"100";"9";"13";"13";"9";"1";"4";"0";"0"
"Carpi";"Inter Milan";1;2;"L";"2015-08-30";"2015/2016";"30.6";"69.4";"10";"12";"5";"5";"4";"3";"1";"4";"72.2";"84.3";"65.2";"69.7";"7";"7";"1";"3";"11.1";"8";"56.5";"43.5";"2";"6";"6";"1";"61";"65";"78.3";"73.3";"27";"13";"4";"1";"16";"12";"13";"8";"45.8";"54.2";"2";"2";"3";"4";"100";"100";"11";"17";"17";"9";"3";"4";"0";"0"
"Chievo";"Lazio";4;0;"W";"2015-08-30";"2015/2016";"42.1";"57.9";"9";"13";"5";"2";"3";"6";"1";"5";"74.8";"82.8";"59.5";"66.9";"8";"10";"3";"0";"35.7";"25";"40";"47.8";"2";"8";"3";"2";"70";"58";"76";"75";"21";"14";"4";"1";"19";"19";"10";"13";"48.4";"51.6";"1";"3";"2";"1";"100";"100";"11";"14";"14";"9";"0";"1";"0";"0"
"Genoa";"Verona";2;0;"W";"2015-08-30";"2015/2016";"63.4";"36.6";"20";"12";"6";"2";"9";"8";"5";"2";"82.6";"66.5";"79.6";"51.8";"17";"7";"1";"0";"27.8";"23.8";"68.8";"55.6";"4";"4";"2";"3";"64";"53";"83.3";"58.8";"15";"17";"2";"5";"23";"17";"17";"10";"55.6";"44.4";"2";"1";"2";"4";"100";"100";"19";"13";"13";"18";"2";"2";"0";"0"
"Napoli";"Sampdoria";2;2;"D";"2015-08-30";"2015/2016";"59.4";"40.6";"27";"9";"7";"4";"11";"4";"9";"1";"87.4";"79.5";"78.9";"64.9";"23";"8";"1";"1";"30";"33.3";"33.3";"52";"4";"1";"1";"3";"60";"62";"90.5";"80";"5";"17";"1";"9";"4";"15";"1";"8";"75";"25";"1";"3";"2";"5";"0";"100";"9";"8";"7";"9";"0";"2";"0";"0"
"Torino";"Fiorentina";3;1;"W";"2015-08-30";"2015/2016";"31.3";"68.7";"10";"8";"6";"5";"1";"3";"3";"1";"78.8";"90.9";"62.7";"76.2";"7";"6";"1";"1";"27.3";"21.4";"91.7";"38.5";"4";"2";"5";"0";"45";"48";"90";"50";"10";"16";"1";"3";"11";"9";"4";"5";"57.9";"42.1";"2";"3";"4";"3";"100";"0";"15";"10";"10";"14";"2";"3";"0";"0"
"Udinese";"Palermo";0;1;"L";"2015-08-30";"2015/2016";"62";"38";"25";"5";"7";"1";"15";"0";"3";"4";"83.3";"70.5";"66.7";"59.8";"18";"4";"3";"1";"24.4";"20";"60";"66.7";"10";"0";"0";"1";"67";"66";"82.6";"92.3";"24";"15";"4";"4";"9";"37";"4";"20";"61.5";"38.5";"1";"8";"0";"6";"0";"100";"16";"15";"14";"16";"3";"2";"0";"1"
"Bologna";"Sassuolo";0;1;"L";"2015-08-29";"2015/2016";"45.5";"54.5";"6";"9";"2";"2";"1";"5";"3";"2";"76.8";"84.4";"60.2";"67.9";"6";"6";"0";"0";"11.5";"14.3";"73.1";"35.3";"11";"5";"5";"1";"62";"63";"75";"60";"25";"32";"2";"3";"15";"24";"8";"10";"46.9";"53.1";"7";"6";"1";"2";"0";"100";"15";"13";"13";"15";"3";"1";"0";"0"
"AC Milan";"Empoli";2;1;"W";"2015-08-29";"2015/2016";"50.2";"49.8";"6";"18";"4";"3";"2";"11";"0";"4";"78.3";"83";"67.7";"66.9";"5";"14";"2";"2";"12.5";"0";"60";"100";"6";"5";"3";"2";"44";"45";"86.7";"64.3";"24";"16";"4";"0";"20";"23";"12";"12";"58.3";"41.7";"3";"7";"2";"2";"100";"100";"20";"16";"16";"20";"0";"2";"0";"0"
"Juventus";"Udinese";0;1;"L";"2015-08-23";"2015/2016";"66.4";"33.6";"21";"6";"5";"2";"10";"3";"6";"1";"83.3";"67.6";"73.8";"58.2";"16";"4";"1";"1";"30.2";"36.4";"41.7";"44.4";"10";"2";"3";"0";"57";"60";"72.2";"78.6";"21";"22";"1";"6";"11";"41";"7";"22";"60.4";"39.6";"2";"7";"1";"5";"0";"100";"14";"22";"22";"14";"1";"3";"0";"0"
"Empoli";"Chievo";1;3;"L";"2015-08-23";"2015/2016";"57.7";"42.3";"14";"12";"4";"3";"5";"7";"5";"2";"80.7";"72";"64.7";"54.8";"11";"8";"2";"1";"16.7";"27.8";"75";"25";"8";"5";"1";"4";"59";"61";"61.5";"100";"11";"16";"2";"5";"19";"19";"13";"7";"29.4";"70.6";"3";"2";"0";"4";"100";"100";"15";"19";"19";"15";"1";"2";"0";"0"
"Fiorentina";"AC Milan";2;0;"W";"2015-08-23";"2015/2016";"58.8";"41.2";"13";"9";"7";"0";"3";"6";"3";"3";"85";"78.8";"74.8";"60.9";"8";"7";"2";"1";"17.6";"22.2";"55.6";"50";"4";"5";"1";"4";"54";"46";"72.2";"53.8";"20";"17";"3";"3";"12";"12";"8";"6";"38.1";"61.9";"3";"1";"0";"5";"100";"100";"18";"16";"16";"18";"3";"2";"0";"1"
"Frosinone";"Torino";1;2;"L";"2015-08-23";"2015/2016";"47";"53";"13";"26";"3";"7";"6";"9";"4";"10";"73.9";"79.7";"57.3";"76.4";"11";"24";"1";"2";"17.6";"37.1";"50";"58.3";"3";"12";"2";"1";"49";"45";"71.4";"66.7";"14";"15";"11";"4";"15";"14";"11";"7";"40.6";"59.4";"3";"3";"4";"2";"0";"0";"10";"11";"10";"9";"2";"2";"0";"0"
"Inter Milan";"Atalanta";1;0;"W";"2015-08-23";"2015/2016";"68.3";"31.7";"21";"5";"7";"0";"10";"3";"4";"2";"88.6";"67";"76.9";"55.2";"17";"5";"1";"0";"20.7";"16.7";"57.7";"63.6";"9";"1";"4";"0";"64";"57";"73.3";"71.4";"17";"23";"2";"4";"9";"13";"7";"11";"51.3";"48.7";"0";"8";"0";"6";"100";"100";"14";"12";"12";"14";"2";"2";"0";"1"
"Palermo";"Genoa";1;0;"W";"2015-08-23";"2015/2016";"44.1";"55.9";"19";"11";"6";"3";"5";"6";"8";"2";"79.5";"82.3";"71.1";"69.4";"18";"10";"2";"1";"36";"22.2";"52.9";"53.3";"5";"6";"2";"5";"67";"65";"88.9";"76.2";"16";"25";"2";"7";"24";"11";"12";"9";"45.8";"54.2";"1";"2";"3";"5";"0";"0";"10";"13";"13";"10";"1";"1";"0";"0"
"Sampdoria";"Carpi";5;2;"W";"2015-08-23";"2015/2016";"59.3";"40.7";"10";"25";"7";"8";"1";"12";"2";"5";"86.5";"81.1";"64.6";"71.8";"5";"15";"0";"1";"18.2";"28.1";"83.3";"57.1";"4";"8";"1";"0";"55";"53";"64.7";"75";"20";"13";"5";"2";"17";"16";"9";"9";"40";"60";"4";"0";"6";"2";"100";"100";"15";"16";"16";"15";"1";"3";"1";"0"
"Sassuolo";"Napoli";2;1;"W";"2015-08-23";"2015/2016";"42.5";"57.5";"17";"14";"6";"3";"3";"7";"8";"4";"71.8";"77.5";"64.1";"64.6";"13";"9";"2";"0";"23.5";"29.4";"47.6";"60";"5";"1";"2";"2";"59";"63";"93.3";"65.2";"21";"2";"3";"7";"13";"13";"10";"5";"44.4";"55.6";"4";"0";"2";"4";"100";"100";"13";"21";"20";"11";"4";"2";"0";"0"
"Lazio";"Bologna";2;1;"W";"2015-08-22";"2015/2016";"56.7";"43.3";"21";"9";"9";"4";"7";"3";"5";"2";"86.7";"74.9";"76.6";"47.8";"17";"6";"1";"0";"7.1";"20";"93.3";"63.6";"10";"3";"2";"4";"74";"66";"66.7";"77.8";"23";"19";"2";"5";"8";"12";"5";"8";"60";"40";"2";"7";"3";"8";"100";"100";"18";"8";"7";"17";"2";"1";"0";"0"
"Cagliari";"AC Milan";2;1;"W";"2017-05-28";"2016/2017";"35.2";"64.8";"17";"18";"9";"7";"5";"4";"3";"7";"71.5";"86.3";"47.2";"76.7";"11";"15";"3";"1";"44.4";"15.8";"80";"70";"6";"6";"5";"0";"51";"50";"61.1";"57.1";"14";"14";"6";"3";"32";"14";"19";"6";"46.7";"53.3";"2";"0";"6";"7";"100";"100";"16";"13";"12";"16";"3";"1";"0";"1"
"Roma";"Genoa";3;2;"W";"2017-05-28";"2016/2017";"68.6";"31.4";"25";"13";"7";"4";"11";"9";"7";"0";"85.8";"75.9";"70.3";"72.3";"22";"11";"5";"3";"25";"21.4";"54.5";"0";"6";"2";"5";"2";"65";"59";"84.6";"90.9";"8";"15";"0";"6";"10";"35";"5";"17";"69.6";"30.4";"0";"5";"2";"4";"100";"0";"8";"14";"13";"6";"2";"0";"0";"0"
"Sampdoria";"Napoli";2;4;"L";"2017-05-28";"2016/2017";"32.4";"67.6";"13";"22";"2";"7";"5";"8";"6";"7";"76.8";"88.6";"61";"78.3";"11";"20";"1";"1";"33.3";"33.3";"46.2";"68.2";"5";"10";"4";"4";"70";"74";"66.7";"59.1";"17";"13";"7";"6";"20";"11";"15";"3";"64.3";"35.7";"1";"1";"3";"0";"100";"100";"9";"8";"7";"8";"1";"0";"0";"0"
"Fiorentina";"Pescara";2;2;"D";"2017-05-28";"2016/2017";"59.5";"40.5";"24";"15";"8";"5";"8";"3";"8";"7";"87.8";"80.7";"72.2";"77.3";"18";"15";"2";"2";"35";"15.8";"78.9";"82.4";"6";"10";"0";"7";"58";"60";"81.8";"64.3";"8";"16";"6";"9";"19";"17";"14";"9";"66.7";"33.3";"1";"0";"3";"5";"0";"100";"15";"13";"12";"15";"2";"1";"1";"0"
"Inter Milan";"Udinese";5;2;"W";"2017-05-28";"2016/2017";"58.5";"41.5";"17";"17";"6";"4";"8";"9";"3";"4";"87.3";"83.1";"69.6";"67.1";"16";"13";"6";"4";"42.9";"25";"58.3";"66.7";"6";"7";"2";"1";"52";"50";"70";"84.6";"7";"15";"4";"3";"19";"11";"10";"4";"66.7";"33.3";"3";"2";"2";"2";"50";"0";"15";"1";"1";"14";"2";"1";"0";"0"
"Palermo";"Empoli";2;1;"W";"2017-05-28";"2016/2017";"43.6";"56.4";"10";"17";"5";"4";"2";"10";"3";"3";"73.3";"81.7";"63.1";"58.9";"5";"13";"1";"2";"22.2";"26.7";"75";"90.9";"0";"7";"2";"2";"55";"69";"58.3";"72.7";"10";"15";"3";"3";"35";"22";"22";"13";"42.9";"57.1";"4";"1";"3";"3";"100";"0";"18";"16";"15";"17";"3";"4";"0";"0"
"Torino";"Sassuolo";5;3;"W";"2017-05-28";"2016/2017";"42.8";"57.2";"16";"21";"9";"7";"3";"10";"4";"4";"75.2";"82.3";"65.1";"68.5";"14";"13";"4";"3";"27.3";"32";"50";"88.9";"6";"10";"6";"3";"52";"43";"75";"93.3";"22";"16";"4";"4";"29";"17";"14";"7";"61.1";"38.9";"4";"1";"4";"4";"100";"0";"16";"6";"6";"16";"2";"0";"0";"0"
"Atalanta";"Chievo";1;0;"W";"2017-05-27";"2016/2017";"60.4";"39.6";"14";"6";"6";"3";"4";"1";"4";"2";"87.7";"80.2";"74.9";"67.9";"13";"5";"2";"1";"41.2";"0";"83.3";"72.7";"6";"5";"1";"1";"68";"66";"87.5";"58.3";"24";"9";"2";"4";"14";"26";"11";"9";"42.9";"57.1";"3";"1";"3";"5";"100";"0";"15";"8";"7";"14";"1";"0";"0";"0"
"Bologna";"Juventus";1;2;"L";"2017-05-27";"2016/2017";"37.2";"62.8";"9";"17";"2";"7";"7";"5";"0";"5";"78.1";"87.1";"54.5";"70.4";"5";"14";"0";"3";"9.1";"29.2";"100";"72.2";"3";"10";"2";"4";"59";"60";"78.9";"85.7";"15";"9";"5";"0";"28";"11";"10";"7";"47.1";"52.9";"2";"1";"5";"1";"100";"0";"17";"8";"8";"17";"3";"1";"0";"0"
"Pescara";"Palermo";2;0;"W";"2017-05-22";"2016/2017";"50.6";"49.4";"12";"12";"4";"3";"7";"6";"1";"3";"82.1";"81.3";"72.5";"58.7";"9";"8";"3";"1";"13.3";"33.3";"80";"100";"2";"2";"2";"1";"65";"71";"69.2";"70";"12";"10";"3";"1";"15";"26";"7";"10";"46.2";"53.8";"2";"2";"3";"2";"0";"100";"18";"10";"9";"17";"2";"0";"0";"0"
