"homeTeam";"awayTeam";"homeScore";"awayScore";"matchResult";"matchDate";"season";"home.Possession %";"away.Possession %";"home.Total shots";"away.Total shots";"home.On target";"away.On target";"home.Off target";"away.Off target";"home.Blocked";"away.Blocked";"home.Passing %";"away.Passing %";"home.Attacking 3rd %";"away.Attacking 3rd %";"home.Key Passes";"away.Key Passes";"home.Clear-Cut Chances";"away.Clear-Cut Chances";"home.Crosses %";"away.Crosses %";"home.Dribbles %";"away.Dribbles %";"home.Corners";"away.Corners";"home.Offsides";"away.Offsides";"home.Recoveries";"away.Recoveries";"home.Tackles %";"away.Tackles %";"home.Interceptions";"away.Interceptions";"home.Blocks";"away.Blocks";"home.Clearances";"away.Clearances";"home.Headed Clearances";"away.Headed Clearances";"home.Aerial Duels %";"away.Aerial Duels %";"home.Blocked Crosses";"away.Blocked Crosses";"home.Saves";"away.Saves";"home.Catches %";"away.Catches %";"home.Fouls Committed";"away.Fouls Committed";"home.Fouls Won";"away.Fouls Won";"home.Yellow Cards";"away.Yellow Cards";"home.Red Cards";"away.Red Cards"
"Roda JC Kerk";"PEC Zwolle";2;1;"W";"2017-04-06";"2016/2017";"47.4";"52.6";"14";"20";"4";"5";"9";"11";"1";"4";"75.3";"79.5";"64.2";"67";"11";"15";"1";"3";"31";"29.4";"50";"66.7";"6";"6";"0";"3";"61";"73";"54.5";"91.7";"9";"4";"5";"1";"28";"31";"11";"17";"57.1";"42.9";"1";"2";"3";"2";"0";"100";"12";"12";"10";"11";"1";"1";"0";"0"
"FC Twente";"PSV Eindhoven";2;2;"D";"2017-04-06";"2016/2017";"39";"61";"14";"17";"6";"5";"5";"5";"3";"7";"72.4";"85.1";"54.5";"70.7";"11";"13";"2";"3";"18.8";"25.9";"82.4";"80";"5";"9";"0";"4";"63";"71";"65";"53.8";"20";"14";"5";"4";"31";"20";"11";"11";"44.7";"55.3";"2";"5";"3";"3";"100";"100";"14";"12";"10";"14";"1";"1";"0";"0"
"Heracles Almelo";"Vitesse Arnhem";0;1;"L";"2017-04-05";"2016/2017";"44.7";"55.3";"16";"15";"7";"5";"4";"7";"5";"3";"73.7";"80.8";"54.3";"67.1";"14";"11";"0";"0";"28";"23.1";"73.7";"66.7";"9";"6";"2";"1";"49";"68";"53.8";"73.9";"13";"15";"3";"5";"18";"41";"8";"23";"40.9";"59.1";"3";"3";"4";"7";"0";"0";"13";"14";"14";"12";"1";"1";"1";"1"
"Groningen";"NEC Nijmegen";2;0;"W";"2017-04-05";"2016/2017";"51.2";"48.8";"17";"9";"6";"4";"8";"2";"3";"3";"76.3";"75.9";"72.9";"72.4";"13";"8";"4";"2";"13.8";"22.2";"75";"35.7";"8";"6";"1";"5";"70";"68";"88.9";"82.4";"11";"11";"3";"3";"32";"32";"12";"13";"48.7";"51.3";"3";"3";"4";"4";"0";"50";"13";"9";"9";"12";"0";"1";"0";"0"
"Ajax";"AZ Alkmaar";4;1;"W";"2017-04-05";"2016/2017";"63.2";"36.8";"20";"10";"9";"5";"6";"5";"5";"0";"84.4";"68.2";"73.8";"48.4";"17";"10";"6";"1";"21.4";"16.7";"62.9";"72.7";"9";"2";"5";"1";"76";"68";"70";"79.2";"13";"20";"0";"5";"24";"22";"8";"7";"62.5";"37.5";"0";"4";"4";"5";"100";"100";"12";"14";"12";"12";"0";"2";"0";"0"
"Feyenoord";"Go Ahead Eagles";8;0;"W";"2017-04-05";"2016/2017";"70.6";"29.4";"27";"3";"12";"0";"9";"3";"6";"0";"90.5";"72.2";"75.2";"28.6";"22";"2";"6";"0";"31";"0";"57.1";"58.3";"9";"1";"10";"2";"77";"56";"71.4";"80";"11";"17";"0";"5";"8";"35";"5";"13";"76.5";"23.5";"2";"4";"1";"4";"100";"100";"5";"9";"9";"4";"0";"0";"0";"0"
"Willem II";"ADO Den Haag";1;2;"L";"2017-04-05";"2016/2017";"55.7";"44.3";"21";"11";"6";"6";"11";"4";"4";"1";"73.7";"66.8";"60.6";"55.3";"15";"10";"2";"0";"21.4";"21.1";"50";"50";"5";"5";"4";"1";"50";"43";"58.8";"72.7";"12";"15";"1";"3";"17";"38";"8";"12";"58.3";"41.7";"3";"2";"4";"5";"0";"100";"11";"10";"10";"10";"1";"1";"0";"0"
"Excelsior";"FC Utrecht";1;3;"L";"2017-04-04";"2016/2017";"47.2";"52.8";"13";"17";"5";"4";"5";"13";"3";"0";"75.2";"80";"62.6";"60.3";"10";"10";"1";"1";"14.3";"25";"91.7";"73.7";"5";"5";"2";"1";"57";"44";"66.7";"87.5";"10";"8";"0";"3";"45";"34";"20";"21";"60.5";"39.5";"2";"3";"2";"4";"100";"66.7";"13";"12";"12";"11";"3";"4";"0";"0"
"Heerenveen";"Sparta Rotterdam";3;0;"W";"2017-04-04";"2016/2017";"60.3";"39.7";"15";"9";"8";"2";"4";"4";"3";"3";"72.3";"55.3";"61.6";"41.1";"10";"5";"0";"1";"18.2";"19.2";"42.9";"66.7";"5";"9";"2";"1";"64";"64";"75";"64";"9";"5";"1";"4";"40";"14";"17";"6";"43.9";"56.1";"3";"1";"2";"4";"100";"0";"16";"14";"13";"15";"1";"4";"0";"0"
"Vitesse Arnhem";"NEC Nijmegen";2;1;"W";"2017-04-02";"2016/2017";"61.4";"38.6";"26";"5";"5";"1";"15";"3";"6";"1";"86.3";"66.5";"74";"42.9";"22";"5";"3";"0";"27.3";"0";"57.1";"66.7";"7";"1";"1";"3";"59";"46";"80";"70.6";"14";"14";"1";"5";"22";"32";"16";"11";"55.6";"44.4";"0";"5";"0";"3";"0";"100";"13";"12";"11";"13";"3";"2";"0";"0"
"ADO Den Haag";"Roda JC Kerk";4;1;"W";"2017-04-02";"2016/2017";"44.1";"55.9";"14";"10";"8";"3";"3";"6";"3";"1";"69.9";"74.1";"52.7";"50.4";"9";"9";"1";"1";"19";"25";"40";"50";"6";"6";"3";"3";"57";"55";"50";"84.6";"6";"8";"1";"3";"37";"21";"15";"12";"48.6";"51.4";"4";"2";"2";"4";"100";"0";"12";"16";"15";"11";"1";"4";"0";"0"
"Ajax";"Feyenoord";2;1;"W";"2017-04-02";"2016/2017";"56.8";"43.2";"24";"7";"8";"4";"10";"2";"6";"1";"81.7";"70.5";"72.6";"52.8";"19";"4";"3";"0";"15.8";"18.8";"60";"33.3";"6";"1";"1";"4";"83";"64";"76.2";"64.3";"14";"14";"1";"6";"26";"17";"15";"10";"57.1";"42.9";"2";"3";"3";"6";"0";"100";"17";"16";"16";"14";"1";"4";"0";"0"
"FC Twente";"Go Ahead Eagles";1;2;"L";"2017-04-02";"2016/2017";"63.1";"36.9";"22";"5";"6";"4";"13";"1";"3";"0";"85.7";"72.5";"74.9";"43.7";"20";"3";"3";"1";"34.6";"28.6";"60";"46.2";"5";"1";"2";"0";"74";"59";"66.7";"88.2";"8";"14";"0";"4";"12";"31";"11";"17";"54.5";"45.5";"1";"3";"2";"4";"100";"100";"9";"9";"7";"8";"3";"2";"0";"0"
"AZ Alkmaar";"Groningen";0;0;"D";"2017-04-01";"2016/2017";"64.8";"35.2";"19";"10";"6";"5";"5";"3";"8";"2";"80.9";"68.1";"73.1";"60.9";"15";"8";"1";"1";"19";"27.8";"80";"66.7";"19";"7";"1";"1";"65";"57";"70";"73.3";"9";"13";"2";"7";"17";"51";"15";"23";"44.8";"55.2";"1";"5";"5";"6";"100";"100";"7";"12";"12";"7";"0";"0";"0";"0"
"PEC Zwolle";"Excelsior";1;1;"D";"2017-04-01";"2016/2017";"60.8";"39.2";"20";"7";"4";"2";"12";"3";"4";"2";"80.2";"69.8";"62.6";"55.4";"14";"6";"1";"0";"21.4";"18.8";"66.7";"50";"11";"5";"0";"1";"67";"58";"66.7";"73.3";"11";"24";"2";"4";"23";"27";"9";"15";"58.3";"41.7";"2";"4";"1";"3";"0";"100";"9";"13";"13";"9";"3";"1";"0";"0"
"Sparta Rotterdam";"PSV Eindhoven";0;2;"L";"2017-04-01";"2016/2017";"39.5";"60.5";"8";"17";"2";"7";"4";"6";"2";"4";"69.5";"78.2";"54.5";"70.4";"6";"10";"0";"1";"19";"20";"40";"84";"6";"7";"0";"0";"64";"65";"58.3";"68.4";"13";"17";"4";"2";"26";"35";"12";"19";"36.4";"63.6";"1";"1";"6";"2";"100";"100";"10";"11";"10";"8";"0";"0";"0";"0"
"FC Utrecht";"Willem II";2;0;"W";"2017-04-01";"2016/2017";"51.7";"48.3";"12";"7";"6";"1";"4";"3";"2";"3";"79.9";"73";"64.2";"47.1";"7";"6";"1";"0";"33.3";"20";"60";"37.5";"3";"2";"0";"0";"45";"56";"87.5";"77.8";"7";"10";"3";"2";"40";"25";"28";"15";"56.9";"43.1";"2";"0";"1";"4";"0";"100";"10";"12";"11";"9";"2";"0";"0";"0"
"Heracles Almelo";"Heerenveen";4;1;"W";"2017-04-01";"2016/2017";"62.7";"37.3";"25";"8";"12";"3";"10";"4";"3";"1";"85";"68.5";"70.9";"52.5";"16";"6";"3";"0";"38.5";"10";"70";"45.5";"9";"3";"3";"0";"64";"50";"53.3";"86.4";"14";"7";"1";"3";"9";"24";"7";"9";"59.5";"40.5";"1";"1";"2";"8";"0";"100";"11";"14";"12";"11";"1";"1";"0";"1"
"Heerenveen";"Feyenoord";1;2;"L";"2017-03-19";"2016/2017";"51.8";"48.2";"17";"15";"6";"5";"7";"4";"4";"6";"71.7";"70.2";"60";"61.4";"10";"12";"1";"1";"26.7";"26.9";"69.2";"61.1";"6";"10";"3";"5";"62";"66";"70.6";"81.3";"12";"18";"6";"4";"50";"35";"24";"13";"51";"49";"1";"1";"3";"6";"100";"100";"12";"15";"14";"10";"1";"3";"0";"0"
"Excelsior";"Ajax";1;1;"D";"2017-03-19";"2016/2017";"35.2";"64.8";"10";"20";"1";"4";"5";"10";"4";"6";"57.7";"77.7";"52.7";"66.7";"6";"12";"1";"3";"34.8";"37";"75";"43.8";"5";"11";"2";"0";"84";"79";"73.3";"81.8";"19";"9";"6";"4";"29";"25";"11";"10";"42.9";"57.1";"2";"5";"3";"1";"100";"0";"14";"9";"8";"14";"3";"2";"0";"0"
"Go Ahead Eagles";"PEC Zwolle";1;3;"L";"2017-03-19";"2016/2017";"62.9";"37.1";"10";"20";"4";"8";"4";"8";"2";"4";"77.5";"60.4";"62.8";"48.2";"5";"12";"1";"2";"14.8";"28.6";"41.4";"63.6";"8";"8";"1";"4";"63";"67";"61.5";"64";"10";"14";"3";"2";"26";"30";"14";"13";"64.7";"35.3";"2";"5";"5";"3";"100";"100";"13";"15";"14";"12";"1";"3";"0";"0"
"AZ Alkmaar";"ADO Den Haag";4;0;"W";"2017-03-19";"2016/2017";"56.3";"43.7";"17";"12";"7";"2";"6";"5";"4";"5";"81.7";"78.2";"72.1";"60.7";"13";"11";"3";"0";"33.3";"31.6";"82.6";"100";"4";"9";"5";"1";"62";"49";"86.2";"66.7";"10";"13";"6";"4";"17";"14";"10";"2";"62.5";"37.5";"4";"1";"1";"3";"100";"100";"19";"14";"13";"19";"4";"1";"0";"0"
"Groningen";"Willem II";1;1;"D";"2017-03-18";"2016/2017";"56.8";"43.2";"29";"6";"13";"2";"11";"2";"5";"2";"79.3";"71.6";"71.9";"49.5";"22";"4";"0";"1";"31.8";"21.4";"70.6";"68.8";"10";"2";"0";"2";"69";"63";"85";"66.7";"15";"17";"2";"5";"37";"43";"14";"17";"48.8";"51.2";"2";"5";"1";"12";"100";"0";"8";"6";"5";"7";"0";"1";"0";"0"
"NEC Nijmegen";"FC Utrecht";0;3;"L";"2017-03-18";"2016/2017";"47.4";"52.6";"8";"16";"1";"9";"4";"4";"3";"3";"79.4";"85.7";"62.8";"75";"8";"11";"0";"1";"7.1";"25";"68.4";"52.9";"2";"5";"1";"2";"63";"58";"65.2";"61.5";"16";"18";"3";"3";"19";"15";"10";"7";"50";"50";"1";"2";"6";"1";"0";"100";"3";"9";"8";"3";"1";"1";"0";"0"
"PSV Eindhoven";"Vitesse Arnhem";1;0;"W";"2017-03-18";"2016/2017";"51.4";"48.6";"17";"7";"7";"2";"5";"4";"5";"1";"80.2";"78.4";"73.4";"51";"16";"4";"2";"0";"23.5";"20";"84.6";"77.8";"4";"2";"2";"3";"61";"60";"50";"58.3";"13";"19";"1";"5";"23";"36";"13";"13";"61.9";"38.1";"1";"1";"2";"6";"0";"0";"6";"10";"10";"6";"0";"3";"0";"0"
"Sparta Rotterdam";"Heracles Almelo";3;1;"W";"2017-03-18";"2016/2017";"48.6";"51.4";"18";"16";"4";"7";"10";"3";"4";"6";"76.4";"77.2";"72.7";"58.4";"9";"14";"2";"0";"31.3";"33.3";"63.6";"65";"11";"7";"3";"3";"64";"50";"81.3";"66.7";"14";"9";"7";"4";"28";"28";"10";"13";"57.5";"42.5";"3";"2";"5";"1";"100";"0";"11";"11";"10";"10";"2";"3";"0";"0"
"Roda JC Kerk";"FC Twente";0;3;"L";"2017-03-17";"2016/2017";"51.5";"48.5";"12";"12";"4";"4";"7";"5";"1";"3";"77.7";"74.2";"65.8";"58.7";"10";"12";"2";"3";"30.3";"20";"81.5";"50";"5";"6";"0";"2";"76";"73";"73.3";"100";"12";"10";"3";"1";"19";"33";"9";"19";"41.7";"58.3";"4";"3";"1";"4";"0";"60";"11";"8";"6";"11";"0";"0";"0";"0"
"Willem II";"PEC Zwolle";2;0;"W";"2017-03-12";"2016/2017";"40.5";"59.5";"14";"25";"9";"6";"4";"10";"1";"9";"67.7";"77.8";"53.7";"67.1";"5";"19";"2";"1";"16.7";"36.6";"75";"62.5";"5";"13";"0";"0";"55";"55";"80";"76.9";"11";"13";"7";"2";"41";"35";"27";"13";"51.7";"48.3";"6";"5";"6";"6";"100";"100";"7";"15";"14";"7";"1";"2";"0";"0"
"Feyenoord";"AZ Alkmaar";5;2;"W";"2017-03-12";"2016/2017";"48.5";"51.5";"14";"8";"6";"3";"6";"4";"2";"1";"79.4";"80.4";"65";"62.1";"8";"6";"2";"1";"27.8";"17.6";"68.2";"50";"4";"4";"1";"0";"71";"57";"75";"76.5";"15";"26";"1";"2";"14";"15";"6";"3";"34.6";"65.4";"3";"1";"1";"1";"100";"100";"18";"12";"11";"17";"0";"2";"0";"0"
"Roda JC Kerk";"Groningen";3;1;"W";"2017-03-12";"2016/2017";"46.7";"53.3";"13";"14";"5";"5";"5";"7";"3";"2";"75.4";"80";"67.7";"57.8";"12";"12";"3";"0";"33.3";"36.8";"71.4";"88.9";"3";"4";"3";"3";"56";"59";"71.4";"87.5";"7";"7";"2";"3";"20";"14";"16";"4";"62.2";"37.8";"1";"1";"4";"2";"0";"0";"16";"9";"8";"16";"3";"1";"0";"1"
"Ajax";"FC Twente";3;0;"W";"2017-03-12";"2016/2017";"66.8";"33.2";"27";"5";"9";"1";"13";"4";"5";"0";"87.6";"70";"82.4";"36.3";"23";"2";"5";"1";"28.1";"25";"58.1";"50";"12";"0";"1";"3";"75";"65";"89.5";"76.9";"13";"33";"0";"5";"17";"26";"7";"9";"52.6";"47.4";"0";"3";"1";"6";"100";"100";"9";"3";"3";"8";"0";"1";"0";"0"
"ADO Den Haag";"NEC Nijmegen";1;0;"W";"2017-03-11";"2016/2017";"47.5";"52.5";"9";"25";"6";"8";"2";"8";"1";"9";"84.7";"85.4";"62.8";"75";"7";"19";"2";"3";"33.3";"38.2";"83.3";"69.2";"2";"8";"0";"0";"48";"60";"80";"58.3";"10";"7";"9";"1";"40";"17";"13";"9";"44.8";"55.2";"4";"4";"8";"5";"100";"0";"13";"12";"12";"13";"4";"3";"0";"0"
"Go Ahead Eagles";"PSV Eindhoven";1;3;"L";"2017-03-11";"2016/2017";"48.4";"51.6";"10";"21";"2";"13";"5";"6";"3";"2";"81.3";"84.9";"59.5";"75.7";"8";"19";"1";"4";"11.1";"45";"63.6";"66.7";"3";"6";"3";"2";"59";"51";"60";"78.6";"14";"13";"3";"3";"15";"6";"5";"5";"30";"70";"2";"2";"9";"1";"0";"0";"11";"10";"10";"10";"3";"1";"0";"0"
"Heracles Almelo";"FC Utrecht";2;1;"W";"2017-03-11";"2016/2017";"49.7";"50.3";"13";"19";"7";"10";"3";"6";"3";"3";"78.3";"80.4";"53.8";"70.1";"8";"13";"1";"1";"17.4";"27.8";"45.5";"29.4";"7";"2";"1";"1";"65";"63";"69.6";"83.3";"17";"21";"3";"3";"22";"21";"10";"12";"29.2";"70.8";"1";"3";"9";"5";"100";"100";"8";"14";"14";"8";"0";"3";"0";"0"
"Excelsior";"Heerenveen";4;1;"W";"2017-03-11";"2016/2017";"31.3";"68.7";"13";"11";"7";"1";"3";"5";"3";"5";"60.9";"79.6";"45.6";"65.8";"10";"9";"4";"0";"33.3";"26.3";"53.3";"73.7";"6";"1";"4";"0";"68";"63";"71.4";"63.2";"17";"17";"5";"3";"38";"27";"17";"19";"39";"61";"2";"0";"0";"3";"100";"100";"15";"13";"11";"15";"3";"1";"0";"0"
"Vitesse Arnhem";"Sparta Rotterdam";5;0;"W";"2017-03-10";"2016/2017";"60.8";"39.2";"13";"6";"8";"2";"4";"2";"1";"2";"80.6";"68";"68.4";"54.2";"9";"3";"3";"0";"30";"10";"66.7";"37.5";"3";"6";"3";"2";"58";"58";"82.6";"71.4";"10";"8";"2";"1";"34";"26";"21";"10";"56.7";"43.3";"0";"1";"2";"3";"50";"100";"11";"11";"10";"10";"0";"1";"0";"0"
"AZ Alkmaar";"Excelsior";1;1;"D";"2017-03-05";"2016/2017";"53.8";"46.2";"12";"12";"3";"6";"6";"4";"3";"2";"68.4";"68.3";"60.9";"56.8";"7";"9";"2";"2";"38.1";"33.3";"66.7";"60";"5";"8";"0";"3";"59";"63";"63.6";"70";"9";"9";"3";"4";"16";"16";"8";"7";"50";"50";"5";"3";"4";"2";"100";"100";"13";"22";"18";"12";"5";"2";"0";"0"
"Sparta Rotterdam";"Feyenoord";1;0;"W";"2017-03-05";"2016/2017";"30.8";"69.2";"4";"23";"1";"7";"2";"6";"1";"10";"59.9";"78.4";"51";"71.3";"3";"15";"0";"1";"22.2";"26.1";"53.8";"40.9";"0";"13";"0";"2";"68";"69";"57.1";"72";"16";"4";"9";"1";"75";"17";"38";"8";"67.6";"32.4";"3";"0";"7";"0";"100";"100";"17";"13";"13";"17";"2";"2";"0";"0"
"FC Utrecht";"ADO Den Haag";1;1;"D";"2017-03-05";"2016/2017";"66.6";"33.4";"13";"4";"3";"2";"5";"1";"5";"1";"83.5";"63.8";"66";"26.4";"9";"3";"1";"1";"14.3";"12.5";"56.3";"50";"6";"3";"1";"2";"58";"63";"86.7";"77.8";"12";"11";"1";"5";"17";"32";"11";"11";"43.8";"56.3";"1";"2";"1";"2";"0";"100";"12";"14";"12";"12";"3";"4";"0";"0"
"Groningen";"Ajax";1;1;"D";"2017-03-05";"2016/2017";"32.7";"67.3";"9";"20";"2";"5";"4";"10";"3";"5";"58.3";"78.6";"48.3";"70.7";"5";"17";"0";"1";"25";"18.2";"60";"56.3";"1";"3";"4";"3";"58";"74";"80.6";"71.4";"13";"6";"5";"3";"36";"20";"11";"17";"46.7";"53.3";"0";"1";"4";"1";"100";"0";"15";"9";"8";"14";"0";"2";"1";"0"
"NEC Nijmegen";"Heracles Almelo";3;1;"W";"2017-03-05";"2016/2017";"41.7";"58.3";"13";"11";"8";"3";"4";"4";"1";"4";"80.2";"85.3";"70.9";"66.2";"9";"5";"0";"0";"28.6";"23.1";"29.4";"53.3";"6";"2";"0";"2";"55";"48";"83.3";"60";"17";"14";"4";"1";"14";"18";"6";"10";"66.7";"33.3";"1";"1";"2";"7";"50";"0";"12";"13";"11";"12";"1";"2";"0";"0"
"FC Twente";"Willem II";2;1;"W";"2017-03-04";"2016/2017";"51.1";"48.9";"15";"8";"4";"3";"7";"3";"4";"2";"78.3";"76.6";"68.7";"49.4";"11";"8";"0";"0";"19.2";"37.5";"71.4";"85.7";"13";"3";"0";"2";"59";"70";"70";"70.6";"22";"15";"2";"4";"9";"22";"6";"13";"56.1";"43.9";"0";"6";"2";"3";"0";"100";"5";"9";"9";"4";"0";"0";"0";"0"
"PSV Eindhoven";"Roda JC Kerk";4;0;"W";"2017-03-04";"2016/2017";"67.7";"32.3";"19";"4";"7";"0";"8";"3";"4";"1";"86.6";"72.6";"72.8";"48.2";"15";"4";"3";"1";"28.9";"50";"55.6";"62.5";"16";"2";"1";"2";"43";"39";"60";"78.9";"7";"12";"1";"4";"15";"42";"9";"22";"45";"55";"0";"8";"0";"3";"100";"0";"14";"9";"9";"13";"0";"2";"0";"0"
"PEC Zwolle";"Vitesse Arnhem";3;1;"W";"2017-03-04";"2016/2017";"41.9";"58.1";"18";"18";"6";"7";"7";"7";"5";"4";"71.3";"79.4";"61.2";"63.5";"10";"13";"1";"1";"41.2";"15.4";"61.5";"45.5";"5";"2";"3";"1";"54";"55";"73.3";"100";"9";"12";"4";"5";"14";"15";"4";"6";"46.4";"53.6";"6";"1";"6";"3";"0";"100";"10";"15";"13";"9";"0";"1";"0";"0"
"Heerenveen";"Go Ahead Eagles";2;2;"D";"2017-03-03";"2016/2017";"60.7";"39.3";"23";"6";"6";"5";"11";"0";"6";"1";"87.6";"76";"75";"56.6";"19";"4";"1";"1";"5";"0";"44.4";"42.9";"5";"1";"4";"0";"73";"60";"78.9";"67.7";"10";"13";"1";"6";"27";"25";"21";"9";"66.7";"33.3";"2";"2";"3";"4";"0";"100";"4";"8";"8";"3";"0";"1";"0";"0"
"Go Ahead Eagles";"Vitesse Arnhem";1;3;"L";"2017-02-26";"2016/2017";"52.5";"47.5";"9";"13";"2";"8";"2";"4";"5";"1";"76.7";"78.4";"60.3";"63.9";"7";"10";"1";"1";"19.4";"12.5";"52.6";"55";"8";"3";"1";"0";"68";"79";"83.3";"72.2";"14";"19";"1";"5";"21";"36";"10";"19";"35.3";"64.7";"3";"2";"5";"1";"100";"100";"10";"12";"12";"10";"4";"1";"0";"0"
"AZ Alkmaar";"PEC Zwolle";1;1;"D";"2017-02-26";"2016/2017";"69.9";"30.1";"17";"9";"7";"4";"4";"5";"6";"0";"76.8";"50";"69";"47.1";"11";"5";"1";"2";"18.6";"10";"50";"50";"12";"2";"2";"0";"60";"58";"77.8";"53.3";"12";"18";"0";"6";"25";"46";"12";"16";"74.4";"25.6";"0";"2";"3";"6";"0";"100";"14";"20";"19";"14";"2";"3";"0";"0"
"Feyenoord";"PSV Eindhoven";2;1;"W";"2017-02-26";"2016/2017";"44.2";"55.8";"18";"7";"6";"2";"9";"3";"3";"2";"72.6";"76.4";"66.4";"61.9";"16";"6";"3";"0";"30.4";"7.1";"73.7";"47.1";"8";"3";"4";"0";"79";"63";"84";"56.3";"16";"8";"2";"5";"27";"23";"18";"11";"48.6";"51.4";"0";"3";"1";"4";"100";"100";"10";"12";"12";"9";"0";"2";"0";"0"
"Ajax";"Heracles Almelo";4;1;"W";"2017-02-26";"2016/2017";"64.1";"35.9";"33";"10";"13";"5";"10";"4";"10";"1";"89.1";"76.8";"81.9";"56.9";"25";"5";"4";"1";"26.9";"31.3";"60";"83.3";"12";"4";"0";"3";"64";"60";"76.5";"78.9";"12";"12";"2";"10";"8";"24";"2";"12";"69.2";"30.8";"2";"2";"3";"9";"50";"100";"8";"16";"16";"8";"1";"2";"0";"0"
"Groningen";"FC Utrecht";2;3;"L";"2017-02-25";"2016/2017";"49.7";"50.3";"22";"21";"9";"5";"8";"9";"5";"7";"75.8";"73.3";"68.2";"64.2";"17";"14";"5";"3";"54.2";"16.7";"53.8";"62.5";"6";"4";"5";"1";"62";"69";"61.5";"68.8";"15";"12";"7";"5";"40";"32";"22";"10";"43.2";"56.8";"3";"1";"2";"7";"100";"100";"14";"9";"9";"14";"4";"1";"0";"0"
"Excelsior";"Willem II";0;2;"L";"2017-02-25";"2016/2017";"56.7";"43.3";"14";"12";"6";"5";"7";"5";"1";"2";"82.1";"78.1";"68.8";"55";"9";"8";"0";"1";"24.1";"33.3";"76.2";"40";"4";"2";"1";"0";"57";"71";"80";"85";"12";"12";"2";"1";"11";"27";"8";"15";"41.9";"58.1";"2";"5";"3";"6";"0";"100";"9";"11";"11";"9";"2";"3";"1";"0"
"NEC Nijmegen";"Sparta Rotterdam";0;1;"L";"2017-02-25";"2016/2017";"61.2";"38.8";"15";"16";"4";"2";"6";"9";"5";"5";"68";"60.9";"54.1";"45.5";"10";"13";"0";"2";"23.8";"25";"57.1";"26.7";"7";"3";"0";"1";"61";"77";"74.2";"54.2";"6";"11";"5";"5";"13";"42";"4";"28";"44.2";"55.8";"1";"1";"1";"4";"100";"100";"12";"20";"18";"10";"1";"4";"0";"0"
"Heerenveen";"Roda JC Kerk";3;0;"W";"2017-02-25";"2016/2017";"73.5";"26.5";"20";"8";"8";"0";"7";"6";"5";"2";"87.8";"65.2";"77";"45";"14";"3";"1";"0";"22.2";"27.3";"38.5";"100";"6";"2";"3";"0";"73";"57";"81.8";"68.4";"10";"11";"2";"4";"12";"25";"4";"6";"66.7";"33.3";"2";"1";"0";"5";"100";"100";"12";"19";"19";"12";"1";"2";"0";"1"
"ADO Den Haag";"FC Twente";1;1;"D";"2017-02-24";"2016/2017";"36.9";"63.1";"11";"11";"3";"3";"5";"3";"3";"5";"67.8";"83.8";"52.4";"69";"6";"8";"2";"1";"21.7";"18.2";"57.1";"50";"7";"7";"1";"6";"50";"56";"93.8";"70.6";"9";"4";"5";"2";"50";"38";"28";"20";"45.7";"54.3";"3";"1";"2";"2";"0";"100";"9";"13";"12";"8";"1";"1";"0";"0"
"Willem II";"AZ Alkmaar";1;1;"D";"2017-02-19";"2016/2017";"45.1";"54.9";"7";"18";"2";"8";"3";"8";"2";"2";"68.2";"78.6";"48.5";"62.6";"4";"15";"2";"1";"13.3";"22.2";"82.4";"57.1";"5";"4";"1";"4";"65";"63";"73.9";"72.2";"12";"5";"2";"2";"18";"41";"7";"32";"42.9";"57.1";"0";"1";"7";"1";"0";"100";"10";"12";"11";"9";"2";"0";"0";"0"
"Sparta Rotterdam";"Groningen";2;2;"D";"2017-02-19";"2016/2017";"54";"46";"16";"14";"6";"7";"4";"3";"6";"4";"73";"71.4";"63.3";"59.1";"14";"11";"2";"1";"17.2";"10.5";"87.5";"50";"9";"7";"4";"1";"52";"54";"68.8";"100";"8";"9";"4";"5";"34";"51";"19";"32";"59.6";"40.4";"1";"1";"5";"4";"100";"100";"15";"10";"9";"15";"0";"0";"0";"1"
"Vitesse Arnhem";"Ajax";0;1;"L";"2017-02-19";"2016/2017";"45.8";"54.2";"12";"11";"5";"6";"5";"4";"2";"1";"69.7";"77.6";"46.1";"65";"7";"6";"0";"0";"5.3";"8.7";"52.4";"61.1";"5";"5";"0";"0";"75";"81";"64.3";"78.6";"16";"12";"1";"3";"15";"36";"9";"19";"51.7";"48.3";"3";"2";"5";"4";"0";"100";"14";"12";"11";"12";"2";"2";"0";"0"
"ADO Den Haag";"Feyenoord";0;1;"L";"2017-02-19";"2016/2017";"36.3";"63.7";"6";"13";"2";"5";"3";"5";"1";"3";"73.6";"84.7";"54.8";"72.4";"5";"12";"1";"1";"22.7";"25.7";"65.5";"50";"3";"9";"2";"2";"66";"77";"77.8";"69.6";"9";"10";"3";"1";"47";"23";"19";"9";"46.7";"53.3";"1";"3";"4";"2";"0";"0";"8";"7";"7";"6";"1";"2";"0";"0"
"FC Twente";"Heerenveen";1;0;"W";"2017-02-18";"2016/2017";"42.3";"57.7";"10";"20";"7";"2";"1";"10";"2";"8";"70.3";"79.7";"55.1";"70.2";"4";"16";"2";"1";"18.2";"18.2";"40";"55.6";"3";"9";"0";"1";"73";"82";"47.8";"63.2";"14";"25";"7";"2";"33";"14";"20";"8";"46.9";"53.1";"3";"1";"2";"6";"0";"100";"5";"15";"15";"5";"1";"3";"0";"0"
